BrandSid,DataextrctSid,BrandLongNm,BrandShortNm,ParentBrandLongNm,ParentBrandShortNm,ChangeInd,JobExecSid
4565,13,"MEAL MART",MEALMART,,,"I  ",8330
5568,13,PASTORELLI,PASTORELLI,,,"I  ",8330
1444,13,"CHIPOTLE MAYONNAISE",CHIPOTLE,,,"I  ",8330
6521,13,"SIDE MATES",SIDEMATES,,,"I  ",8330
1728,13,"CROCKERY GOURMET",CROCKERY,,,"I  ",8330
4670,13,MILTON'S,MILTON,,,"I  ",8330
182,13,"ALLEGRO COFFEE",ALLEGROCOF,,,"I  ",8330
6954,13,SUNCOAT,SUNCOAT,,,"I  ",8330
3484,13,"ICE AGE WATER",ICEAGE,,,"I  ",8330
5909,13,"PURE BAR",PUREBAR,,,"I  ",8330
2626,13,"FREEKEH FOODS",FREEKEHFD,,,"I  ",8330
977,13,"BOSTON TEA",BOSTONTEA,,,"I  ",8330
5076,13,NEO-SYNEPHRINE,NEOSYNPHRN,,,"I  ",8330
407,13,"ARTHRITIS HOT",ARTHRITIS,,,"I  ",8330
4315,13,"LUSH RECOVERY BEVERAGE",LUSHRECVRY,,,"I  ",8330
935,13,BOLIS,BOLIS,,,"I  ",8330
5644,13,PERSIAN,PERSIAN,,,"I  ",8330
3362,13,"HIP BONE",HIPBONE,,,"I  ",8330
5442,13,"ORGANICA FOODS",ORGAFOODS,,,"I  ",8330
4992,13,"NATURE BABYCARE",NATBABYCAR,,,"I  ",8330
1894,13,DELICIAS,DELICIAS,,,"I  ",8330
7072,13,TA'AMTI,TAAMTI,,,"I  ",8330
3713,13,"JON DONAIRE",JONDONAIRE,,,"I  ",8330
239,13,AMAZON,AMAZON,,,"I  ",8330
2973,13,"GOOD SENSE",GOODSENSE,,,"I  ",8330
6485,13,"SHEER BLISS",SHEERBLISS,,,"I  ",8330
3263,13,"HEARTHY FOODS",HEARTHYFDS,,,"I  ",8330
1305,13,CASSINI,CASSINI,,,"I  ",8330
1608,13,"COMMUNITY COFFEE",COMMNTYCOF,,,"I  ",8330
2649,13,"FRIGHT NIGHT",FRIGHTNGHT,,,"I  ",8330
1057,13,"BRONCO BOB'S",BRONCOBOB,,,"I  ",8330
4483,13,MARUCHAN,MARUCHAN,,,"I  ",8330
2693,13,"FULL OF LIFE FLATBREAD",FULLOFLIFE,,,"I  ",8330
2384,13,"EVER BAMBOO",EVERBAMBOO,,,"I  ",8330
2958,13,"GOOD BELLY",GOODBELLY,,,"I  ",8330
6563,13,"SIMPLY SENSATIONAL",SIMPLYSENS,,,"I  ",8330
508,13,"B'MORE ORGANICS",BMORE,,,"I  ",8330
4954,13,"NATURAL DENTIST",NATRLDNTST,,,"I  ",8330
7623,13,"VERA CRUZ",VERACRUZ,,,"I  ",8330
735,13,"BERRY UP",BERRYUP,,,"I  ",8330
2100,13,"DREAM BAR",DREAMBAR,,,"I  ",8330
2777,13,GAYTAN,GAYTAN,,,"I  ",8330
4687,13,"MINT BROOK MEADOW",MINTBROOK,,,"I  ",8330
5377,13,OOTS!,OOTS,,,"I  ",8330
7667,13,"VICTORIA'S KITCHEN",VICTORIAK,,,"I  ",8330
5541,13,"PARADISE VALLEY",PARADISVAL,,,"I  ",8330
6632,13,SMASHIES,SMASHIES,,,"I  ",8330
4258,13,"LOS PERICOS",LOSPERICOS,,,"I  ",8330
1139,13,"CABO CHIPS",CABOCHIPS,,,"I  ",8330
3753,13,"JUST FOR JOY",JUST4JOY,,,"I  ",8330
5665,13,PEYCHAUD'S,PEYCHAUD,,,"I  ",8330
4298,13,"LUCKY TIGER",LUCKYTIGER,,,"I  ",8330
443,13,ATTIKI,ATTIKI,,,"I  ",8330
1244,13,"CAR FRESHENER",CARFRESHNR,,,"I  ",8330
4607,13,METAMUCIL,METAMUCIL,,,"I  ",8330
4731,13,"MON CUISINE",MONCUISINE,,,"I  ",8330
3076,13,"GREEN TEA SKIN",GREATTEA,,,"I  ",8330
4012,13,"LA HUERTA",LAHUERTA,,,"I  ",8330
1749,13,"CUCINA FRESCA",CUCINAFRES,,,"I  ",8330
1507,13,"CLASSIC MATCH",CLASSCMTCH,,,"I  ",8330
1711,13,"CREATIVE BIOSCIENCE",CREATIVBIO,,,"I  ",8330
7381,13,"TRADER VICS",TRADERVICS,,,"I  ",8330
6843,13,STARBUCK'S,STARBUCK,,,"I  ",8330
6094,13,RENU,RENU,,,"I  ",8330
3564,13,"INTERNATIONAL DELICACIES",INTLDELICA,,,"I  ",8330
6176,13,"ROBIN HOOD",ROBINHOOD,,,"I  ",8330
4300,13,LUCY'S,LUCY,,,"I  ",8330
5461,13,OSEM,OSEM,,,"I  ",8330
6685,13,"SOL MATE",SOLMATE,,,"I  ",8330
7112,13,"TARTE ASIAN YOGURT",TARTE,,,"I  ",8330
1021,13,"BRAZIL GOURMET",BRAZILGRMT,,,"I  ",8330
3257,13,"HEALTHY TIMES",HLTHYTIMES,,,"I  ",8330
6786,13,"SPICERY SHOPPE",SPICERY,,,"I  ",8330
4853,13,MURINE,MURINE,,,"I  ",8330
5608,13,"PEERLESS COFFEE",PEERLESS,,,"I  ",8330
2161,13,"EARTH SHELL",EARTHSHELL,,,"I  ",8330
731,13,"BERKSHIRE BARK INC",BERKSHIRE,,,"I  ",8330
8113,13,"ZUBERFIZZ 'Z'",ZUBERFIZZZ,,,"I  ",8330
4544,13,MAYPO,MAYPO,,,"I  ",8330
5482,13,OYP,OYP,,,"I  ",8330
3528,13,"INDIAN HARVEST",INDIANHARV,,,"I  ",8330
4117,13,LEAN1,LEAN1,,,"I  ",8330
2407,13,"EZ FOIL",EZFOIL,,,"I  ",8330
3259,13,"HEART SELECT",HEARTSELCT,,,"I  ",8330
6340,13,"SANTA BARBARA BAY",SANTABBAY,,,"I  ",8330
2935,13,"GOLDEN FLAVOR",GOLDNFLAVR,,,"I  ",8330
5543,13,"PARIS CARAMELS",PARISCARML,,,"I  ",8330
1734,13,"CRUMMY BROTHERS",CRUMMYBROS,,,"I  ",8330
7463,13,"TTV TAAM",TTVTAAM,,,"I  ",8330
5122,13,NIBMOR,NIBMOR,,,"I  ",8330
3871,13,KING,KING,,,"I  ",8330
809,13,BIO-NUTRITIONAL,BIONUTRNAL,,,"I  ",8330
958,13,"BOOMI BAR",BOOMIBAR,,,"I  ",8330
6193,13,ROKEACH,ROKEACH,,,"I  ",8330
6264,13,RUTAESOMN,RUTAESOMN,,,"I  ",8330
3177,13,"HANDY SOLUTIONS",HANDYSOLNS,,,"I  ",8330
3810,13,KATJE'S,KATJE,,,"I  ",8330
1673,13,CORTIZONE,CORTIZONE,,,"I  ",8330
2504,13,"FIRE ON THE MOUNTAIN",FIREONMTN,,,"I  ",8330
2136,13,DUVALIN,DUVALIN,,,"I  ",8330
7070,13,T2U,T2U,,,"I  ",8330
7198,13,"TEXAS PEPPER WORKS",TEXASPEPPR,,,"I  ",8330
4872,13,MYLANTA,MYLANTA,,,"I  ",8330
163,13,"ALICITA SALSAS",ALICITA,,,"I  ",8330
6012,13,"RANDY JONES BASEBALL",RANDYJONES,,,"I  ",8330
2054,13,"DR. DUMORE",DRDUMORE,,,"I  ",8330
2666,13,"FRUIT ADVANTAGE",FRUITADVAN,,,"I  ",8330
161,13,"ALFRESCO FARMS",ALFRESCO,,,"I  ",8330
4729,13,"MOMMY BLISS",MOMMYBLISS,,,"I  ",8330
4546,13,MAYZAN,MAYZAN,,,"I  ",8330
2540,13,"FLATHEAD LAKE SODA",FLATHEADLK,,,"I  ",8330
3932,13,KONTOS,KONTOS,,,"I  ",8330
138,13,"AL WADI",ALWADI,,,"I  ",8330
2403,13,"EXPLORER'S BOUNTY",EXPLORER,,,"I  ",8330
1526,13,"CLEMENTE JACQUES",CLEMENTJAQ,,,"I  ",8330
1280,13,CARR'S,CARR,,,"I  ",8330
2239,13,"EGG INNOVATIONS",EGGINOVATN,,,"I  ",8330
2075,13,"DR. SHARP",DRSHARP,,,"I  ",8330
3427,13,HONEYSTIK,HONEYSTIK,,,"I  ",8330
1238,13,CAPRAE,CAPRAE,,,"I  ",8330
6582,13,"SIR RICHARD'S",SIRRICHARD,,,"I  ",8330
2304,13,"EMILEE'S ITALIAN ICE",EMILEE,,,"I  ",8330
979,13,BOT,BOT,,,"I  ",8330
1019,13,BRAVO,BRAVO,,,"I  ",8330
5890,13,"PROMISED LAND DAIRY",PROMISED,,,"I  ",8330
7032,13,"SWEET FIBER",SWEETFIBER,,,"I  ",8330
3402,13,HONEES,HONEES,,,"I  ",8330
5951,13,PURNATUR,PURNATUR,,,"I  ",8330
3854,13,"KID CO",KIDCO,,,"I  ",8330
7604,13,VEET,VEET,,,"I  ",8330
714,13,"BEN GAY",BENGAY,,,"I  ",8330
2157,13,"EARTH MAMA ANGEL BABY",EARTHMAMA,,,"I  ",8330
4260,13,LOSALT,LOSALT,,,"I  ",8330
3200,13,HARIBO,HARIBO,,,"I  ",8330
2994,13,GOURMANTRA,GOURMANTRA,,,"I  ",8330
7770,13,"WALKER WOOD",WALKERWOOD,,,"I  ",8330
4506,13,"MASTRI DI SAN BASILIO",MASTRISANB,,,"I  ",8330
7120,13,"TASTE OF ASIA",TASTEASIA,,,"I  ",8330
2117,13,"DRY IDEA",DRYIDEA,,,"I  ",8330
4275,13,"LOVE CANDY",LOVECANDY,,,"I  ",8330
5648,13,"PERX ORGANIX",PERXORG,,,"I  ",8330
1400,13,"CHEF ONE",CHEFONE,,,"I  ",8330
3715,13,"JONATHONS Q PRODUCTS",JONATHONQ,,,"I  ",8330
220,13,ALPINO,ALPINO,,,"I  ",8330
4279,13,LOVE2PET,LOVE2PET,,,"I  ",8330
4018,13,"LA MARTINIQUE",LAMARTINIQ,,,"I  ",8330
5848,13,PRICE'S,PRICE,,,"I  ",8330
3196,13,"HAPPY SQUEEZE",HAPPYSQUEZ,,,"I  ",8330
7722,13,VITALICIOUS,VITLICIOUS,,,"I  ",8330
937,13,BOLT,BOLT,,,"I  ",8330
7686,13,"VINCENT FAMILY CRANBERRIES",VINCENTFAM,,,"I  ",8330
6626,13,"SMART JUICE",SMARTJUICE,,,"I  ",8330
4931,13,"NATIVE FOREST",NATIVFORST,,,"I  ",8330
6010,13,RAINFREE,RAINFREE,,,"I  ",8330
3400,13,HOMZ,HOMZ,,,"I  ",8330
4586,13,MEIJI,MEIJI,,,"I  ",8330
2771,13,GAUNAURD,GAUNAURD,,,"I  ",8330
3873,13,"KING BIO HOMEOPATHIC",KINGBIO,,,"I  ",8330
1989,13,"DOC POPCORN",DOCPOPCORN,,,"I  ",8330
5339,13,OLIVISTA,OLIVISTA,,,"I  ",8330
7703,13,VISO,VISO,,,"I  ",8330
1995,13,DOGSWELL,DOGSWELL,,,"I  ",8330
7562,13,"UPPER CRUST BAKERY",UPPERCRUST,,,"I  ",8330
1137,13,CABECIO,CABECIO,,,"I  ",8330
2830,13,GIDDY,GIDDY,,,"I  ",8330
5072,13,"NELLIE & JOE'S",NELLIE&JOE,,,"I  ",8330
6445,13,"SENOR FIELD'S",SENORFIELD,,,"I  ",8330
3379,13,"HOLISTIC HORIZONS",HOLISTIC,,,"I  ",8330
4502,13,MASSIMO'S,MASSIMO,,,"I  ",8330
5852,13,"PRIDE OF THE WEST",PRIDEWEST,,,"I  ",8330
3324,13,"HERES THE SCOOP",SCOOP,,,"I  ",8330
3629,13,"JAMAICAN MANGO LIME",JAMAICMANG,,,"I  ",8330
445,13,"ATTUNE FOODS",ATTUNE,,,"I  ",8330
241,13,"AMAZON THERAPEUTIC LABS",AMAZONTHER,,,"I  ",8330
4809,13,"MR. STEAMY",MRSTEAMY,,,"I  ",8330
3116,13,GUARDSMAN,GUARDSMAN,,,"I  ",8330
5179,13,NOURISH,NOURISH,,,"I  ",8330
874,13,BLK,BLK,,,"I  ",8330
1652,13,COOLEYZ,COOLEYZ,,,"I  ",8330
3829,13,KELEMEN,KELEMEN,,,"I  ",8330
569,13,"BANANA BITES",BANANA,,,"I  ",8330
834,13,"BIRDS EYE",BIRDSEYE,,,"I  ",8330
710,13,"BELLY TIMBER",BELLYTIMBR,,,"I  ",8330
184,13,ALLEN'S,ALLEN,,,"I  ",8330
2895,13,GLUTINO,GLUTINO,,,"I  ",8330
4571,13,"MEDITERRANEAN BRANDS",MEDITBRAND,,,"I  ",8330
3585,13,"ISLAND OASIS",ISLNDOASIS,,,"I  ",8330
7293,13,"TIBETAN TEA",TIBETANTEA,,,"I  ",8330
4302,13,"LULLWATER SOAP NUTS",LULLWATER,,,"I  ",8330
4744,13,"MONTANA MONSTER MUNCHIES",MONTANAMON,,,"I  ",8330
4653,13,MILANI,MILANI,,,"I  ",8330
872,13,BLISTEX,BLISTEX,,,"I  ",8330
2851,13,GIOVANNI'S,GIOVANNI,,,"I  ",8330
592,13,"BARNEY BUTTER",BARNEYBUTR,,,"I  ",8330
1688,13,"COUNTRY FRESH",CNTRYFRESH,,,"I  ",8330
4868,13,"MY FAMILY FARM",MYFAMILY,,,"I  ",8330
4948,13,"NATURAL BY NATURE",NATRLBYNAT,,,"I  ",8330
1875,13,"DEEP ROCK",DEEPROCK,,,"I  ",8330
1242,13,CAPUTO,CAPUTO,,,"I  ",8330
2466,13,FERRARA,FERRARA,,,"I  ",8330
1097,13,BUITONI,BUITONI,,,"I  ",8330
5133,13,"NIKKI'S COOKIES",NIKKI,,,"I  ",8330
5276,13,OATSCREAM,OATSCREAM,,,"I  ",8330
18,13,"4 HOUR PROTECTION",4HRPROTECT,,,"I  ",8330
6319,13,"SAN BENEDETTO",SANBENEDTO,,,"I  ",8330
2323,13,"ENRICH YOUR LIFE",ENRICHLIFE,,,"I  ",8330
5476,13,"OVEN POPPERS",OVENPOPPER,,,"I  ",8330
2586,13,"FOOD FOR LOVERS",FOOD4LOVRS,,,"I  ",8330
525,13,"BABY'S ONLY ORGANIC",BABYONLY,,,"I  ",8330
5013,13,"NATURE'S CANDY",NATCANDY,,,"I  ",8330
7358,13,TOPCO,TOPCO,,,"I  ",8330
56,13,"ABOUT TIME",ABOUTTIME,,,"I  ",8330
1953,13,"DIAMOND CRYSTAL",DIAMNDCRYS,,,"I  ",8330
7886,13,WICKLES,WICKLES,,,"I  ",8330
2550,13,FLAVRZ,FLAVRZ,,,"I  ",8330
4113,13,"LE VENEZIANE",LEVENEZIAN,,,"I  ",8330
2687,13,FUELERS,FUELERS,,,"I  ",8330
550,13,"BAKERS BASICS",BAKERBASIC,,,"I  ",8330
4649,13,"MIGUEL'S STOWE AWAY",MIGUEL,,,"I  ",8330
2344,13,"ERICA'S KITCHEN",ERICAKITCH,,,"I  ",8330
1852,13,"DE CECCO",DECECCO,,,"I  ",8330
3055,13,"GREEN CHOICE NATURAL",GREENCHC,,,"I  ",8330
6603,13,"SKYHILL NAPA VALLEY FARMS",SKYHILL,,,"I  ",8330
7724,13,VITALS,VITALS,,,"I  ",8330
6117,13,"RHYTHM SUPERFOODS",RHYTHM,,,"I  ",8330
4830,13,"MRS. RICHARDSON",MRSRICHARD,,,"I  ",8330
6342,13,"SANTA CRUZ ORGANICS",SANTACRUZ,,,"I  ",8330
7316,13,TIPARO'S,TIPARO,,,"I  ",8330
3444,13,HORTEX,HORTEX,,,"I  ",8330
2241,13,EGGGS,EGGGS,,,"I  ",8330
5726,13,"PLAIN TIGER",PLAINTIGER,,,"I  ",8330
5078,13,NEOGENIX,NEOGENIX,,,"I  ",8330
7789,13,"WAVE BUILDER",WAVEBUILDR,,,"I  ",8330
4367,13,MAGLA,MAGLA,,,"I  ",8330
6113,13,RHINARIS,RHINARIS,,,"I  ",8330
5600,13,"PED EGG",PEDEGG,,,"I  ",8330
3690,13,"JODY'S POPCORN",JODY,,,"I  ",8330
3255,13,"HEALTHY SISTERS SOUP & BEAN",HLTHYSISTR,,,"I  ",8330
493,13,AXIA3,AXIA3,,,"I  ",8330
5154,13,"NOBLE JUICE",NOBLEJUICE,,,"I  ",8330
5869,13,"PRO STYLE",PROSTYLE,,,"I  ",8330
2998,13,"GOURMET BAKER",GRMTBAKER,,,"I  ",8330
3013,13,"GRAINS OF TRUTH",GRAINTRUTH,,,"I  ",8330
3726,13,JOVAN'S,JOVAN,,,"I  ",8330
6355,13,"SARABETH KITCHEN",SARABETH,,,"I  ",8330
1202,13,CAMEL,CAMEL,,,"I  ",8330
3179,13,"HANK'S INFUSIONS BEVERAGE",HANK,,,"I  ",8330
4342,13,MACROBAR,MACROBAR,,,"I  ",8330
7398,13,"TREE HUT",TREEHUT,,,"I  ",8330
5398,13,"ORCHARD BAR",ORCHARDBAR,,,"I  ",8330
1116,13,"BUSHA BROWNE",BUSHABROWN,,,"I  ",8330
7848,13,WHINK,WHINK,,,"I  ",8330
405,13,ARTEC,ARTEC,,,"I  ",8330
6462,13,"SEVEN STARS",7STARS,,,"I  ",8330
31,13,"A & W",A&W,,,"I  ",8330
5604,13,PEDIACARE,PEDIACARE,,,"I  ",8330
7499,13,"TWO LEAVES AND A BUD",2LEAVE&BUD,,,"I  ",8330
2056,13,"DR. FRESH",DRFRESH,,,"I  ",8330
3198,13,"HAPPY TOT",HAPPYTOT,,,"I  ",8330
3543,13,INHOLTRA,INHOLTRA,,,"I  ",8330
4950,13,"NATURAL CHEMISTRY",NATRLCHEM,,,"I  ",8330
7478,13,"TURTLE MOUNTAIN",TURTLEMTN,,,"I  ",8330
1408,13,CHERIBUNDI,CHERIBUNDI,,,"I  ",8330
6988,13,SUPEROSE,SUPEROSE,,,"I  ",8330
5705,13,"PINK NATURALS",PINKNAT,,,"I  ",8330
1753,13,"CULINARY ARTS",CULNRYARTS,,,"I  ",8330
1223,13,"CANNOLI FACTORY",CANNOLIFAC,,,"I  ",8330
5015,13,"NATURE'S COLLECTION",NATCOLLECT,,,"I  ",8330
4666,13,"MILLERS SELECT",MILLERSLCT,,,"I  ",8330
3381,13,"HOLLAND HOUSE",HOLLAND,,,"I  ",8330
4115,13,"LEAN ON ME BAKERY",LEANONME,,,"I  ",8330
3095,13,GREENSATIONS,GREENSATNS,,,"I  ",8330
7177,13,"TERRA CHIPS",TERRACHIPS,,,"I  ",8330
2281,13,"ELI'S CHEESECAKE COMPANY",ELICHSCAKE,,,"I  ",8330
7606,13,VEG-ALL,VEGALL,,,"I  ",8330
8050,13,YUMV'S,YUMV,,,"I  ",8330
7930,13,"WISE ACRE",WISEACRE,,,"I  ",8330
3036,13,"GRAVY MASTER",GRAVY,,,"I  ",8330
8111,13,ZREDT,ZREDT,,,"I  ",8330
6016,13,RATNER'S,RATNER,,,"I  ",8330
2487,13,FIGARO,FIGARO,,,"I  ",8330
3082,13,"GREEN'S ORGANICS",GREENORG,,,"I  ",8330
4033,13,"LA TOURANGELLE",LATOURANGL,,,"I  ",8330
1909,13,DEMERT,DEMERT,,,"I  ",8330
2813,13,"GERBER GM",GERBERGM,,,"I  ",8330
4193,13,"LINDA'S GOURMET LATKES",LINDA,,,"I  ",8330
1431,13,CHIMICHURRI,CHIMICHUR,,,"I  ",8330
3808,13,"KATHY IRELAND",KATHYIRLND,,,"I  ",8330
302,13,"ANGEL FIRE",ANGELFIRE,,,"I  ",8330
2325,13,ENSUENO,ENSUENO,,,"I  ",8330
5806,13,"POWER PANEL COLORING BOOK",POWERPANEL,,,"I  ",8330
504,13,"B SMITH'S OLIVE OIL",BSMITHOIL,,,"I  ",8330
6395,13,SCOPE,SCOPE,,,"I  ",8330
1793,13,DAELIA'S,DAELIA,,,"I  ",8330
3097,13,"GRETCHEN'S GRAINS",GRETCHEN,,,"I  ",8330
7482,13,TUSCANY,TUSCANY,,,"I  ",8330
6256,13,RUNA,RUNA,,,"I  ",8330
4052,13,LALOOS,LALOOS,,,"I  ",8330
7682,13,"VILLAGE HARVEST",VILLAGHARV,,,"I  ",8330
4014,13,"LA LA LAND",LALALAND,,,"I  ",8330
670,13,BEECHER'S,BEECHER,,,"I  ",8330
5789,13,"POP'D KERNS",POPDKERNS,,,"I  ",8330
3049,13,GRECIAN,GRECIAN,,,"I  ",8330
628,13,"BAY STATE MILLING",BAYSTATE,,,"I  ",8330
7295,13,TIDE,TIDE,,,"I  ",8330
2321,13,"ENJOY LIFE",ENJOYLIFE,,,"I  ",8330
4401,13,"MALI'S GOURMET LUMP CHARCOAL",MALIGRMT,,,"I  ",8330
6805,13,"SPRING TREE",SPRINGTREE,,,"I  ",8330
7947,13,"WOODLAKE FARMS",WOODLAKE,,,"I  ",8330
3787,13,KANGAROO,KANGAROO,,,"I  ",8330
6546,13,"SIMPLE SQUARES",SIMPLESQR,,,"I  ",8330
6845,13,"STARK SISTERS' GRANOLA",STARKSISTR,,,"I  ",8330
1606,13,"COMFY HOUSE FOODS",COMFYHOUSE,,,"I  ",8330
2609,13,"FOX'S U-BET",FOXUBET,,,"I  ",8330
1610,13,COMPAC,COMPAC,,,"I  ",8330
5137,13,"NILE SPICE",NILESPICE,,,"I  ",8330
7011,13,SUZUKATSU,SUZUKATSU,,,"I  ",8330
5053,13,NATURIGHT,NATURIGHT,,,"I  ",8330
77,13,ACHVA,ACHVA,,,"I  ",8330
1015,13,BRASSICA,BRASSICA,,,"I  ",8330
2405,13,EXTENZ,EXTENZ,,,"I  ",8330
5829,13,"PREMIUM GOLD FLAX",PREMGLDFLX,,,"I  ",8330
7932,13,WISECRACKERS,WISECRACKR,,,"I  ",8330
6704,13,SOLUS,SOLUS,,,"I  ",8330
6706,13,SOMERSAULTS,SOMERSAULT,,,"I  ",8330
4096,13,"LAVOSH HAWAII CRACKERS",LAVOSH,,,"I  ",8330
6826,13,"ST DALFOUR",STDALFOUR,,,"I  ",8330
510,13,B.M.,BM,,,"I  ",8330
3425,13,HONEYLAND,HONEYLAND,,,"I  ",8330
5896,13,PUCCI,PUCCI,,,"I  ",8330
7051,13,"SWHEAT SCOOP",SWHEATSCP,,,"I  ",8330
1480,13,CIBA,CIBA,,,"I  ",8330
5423,13,"ORGANIC ESSENTIALS",ORGESNTLS,,,"I  ",8330
5661,13,PETGUARD,PETGUARD,,,"I  ",8330
7997,13,"Y WATER",YWATER,,,"I  ",8330
912,13,"BOBBY D",BOBBYD,,,"I  ",8330
2178,13,"EAST-WEST SAUCES",EASTWEST,,,"I  ",8330
3793,13,KARDASHIAN,KARDASHIAN,,,"I  ",8330
1177,13,CALDERA,CALDERA,,,"I  ",8330
2380,13,EURO-BAKE,EUROBAKE,,,"I  ",8330
3703,13,"JOHNSON & JOHNSON",JOHNSON&J,,,"I  ",8330
7951,13,WOODY'S,WOODY,,,"I  ",8330
1547,13,"COCKTAIL ESSENTIALS",COCKTAILES,,,"I  ",8330
4933,13,NATRA-BIO,NATRABIO,,,"I  ",8330
689,13,BELIZZA,BELIZZA,,,"I  ",8330
5928,13,"PURE PROTEIN",PURPROTEIN,,,"I  ",8330
2176,13,"EAST RIDING FARM",EASTRIDING,,,"I  ",8330
5686,13,"PIC CORPORATION",PIC,,,"I  ",8330
262,13,"AMERICAN GREETING",AMERGRTNG,,,"I  ",8330
1343,13,CERES,CERES,,,"I  ",8330
2845,13,GINGRA'S,GINGRA,,,"I  ",8330
2035,13,"DOUBLE B",DOUBLEB,,,"I  ",8330
2849,13,"GINSENG WONDER",GINSENGWON,,,"I  ",8330
3850,13,"KEY WEST",KEYWEST,,,"I  ",8330
3993,13,"LA BALEINE",LABALEINE,,,"I  ",8330
96,13,"ADRENAL FATIGUE INSTITUTE",ADRENAL,,,"I  ",8330
6132,13,"RICKY'S LUCKY NUTS",RICKYLUCKY,,,"I  ",8330
891,13,"BLUE MOOSE OF BOULDER",BLUEMOOSE,,,"I  ",8330
7402,13,"TRES AGAVES",TRESAGAVES,,,"I  ",8330
319,13,"ANNIE'S NATURALS",ANNIENAT,,,"I  ",8330
1871,13,DECOWARE,DECOWARE,,,"I  ",8330
1181,13,CALIBER,CALIBER,,,"I  ",8330
6422,13,"SEATTLE'S BEST COFFEE",SEATTLBEST,,,"I  ",8330
3526,13,INDIA,INDIA,,,"I  ",8330
3034,13,GRASSLAND,GRASSLAND,,,"I  ",8330
4645,13,MIGDAL,MIGDAL,,,"I  ",8330
1259,13,CARESS,CARESS,,,"I  ",8330
7581,13,"VAIL MTN COFFEE & TEA",VAILMTN,,,"I  ",8330
3608,13,JA-RU,JARU,,,"I  ",8330
4748,13,MONTEBELLO,MONTEBELLO,,,"I  ",8330
3099,13,"GREY POUPON",GREYPOUPON,,,"I  ",8330
5562,13,PASSPORT,PASSPORT,,,"I  ",8330
6971,13,"SUNSHINE BURGER",SUNSHNBRGR,,,"I  ",8330
6441,13,SEMCO,SEMCO,,,"I  ",8330
851,13,"BLACK CREEK",BLACKCREEK,,,"I  ",8330
102,13,AFA,AFA,,,"I  ",8330
264,13,"AMERICAN INTERNATIONAL",AMERINTL,,,"I  ",8330
7833,13,"WET 'N' WILD",WETNWILD,,,"I  ",8330
342,13,"APPLIED NUTRICEUTICALS INC.",APPLDNUTRI,,,"I  ",8330
2866,13,"GLEE GUM",GLEEGUM,,,"I  ",8330
6483,13,"SHEA NATURAL",SHEANAT,,,"I  ",8330
6721,13,"SOOTHING TOUCH",SOOTHNGTCH,,,"I  ",8330
5936,13,PUREGRANATE,PUREGRANTE,,,"I  ",8330
4929,13,"NATIONAL LATEX",NATNLLATEX,,,"I  ",8330
4849,13,MULTI1,MULTI1,,,"I  ",8330
7076,13,TABLEMATE,TABLEMATE,,,"I  ",8330
340,13,"APPLEGATE FARMS",APPLEGATE,,,"I  ",8330
8008,13,"YAN CAN COOKIE",YANCANCKIE,,,"I  ",8330
3764,13,"KA VITA WATER",KAVITA,,,"I  ",8330
6136,13,RID,RID,,,"I  ",8330
1812,13,"DAN HERNANDEZ",DANHERNNDZ,,,"I  ",8330
5728,13,"PLANET EARTH",PLNTEARTH,,,"I  ",8330
1158,13,"CAFE TIERRA",CAFETIERRA,,,"I  ",8330
3032,13,"GRASS POINT FARMS",GRASSPOINT,,,"I  ",8330
5663,13,"PETIT TEA",PETITTEA,,,"I  ",8330
6420,13,"SEATTLE CHOCOLATE",SEATTLCHOC,,,"I  ",8330
996,13,"BOUNTY CHOCOLATE",BOUNTYCHOC,,,"I  ",8330
2260,13,"EL PASO",ELPASO,,,"I  ",8330
765,13,"BEYOND MEAT",BEYONDMEAT,,,"I  ",8330
1810,13,DALMATIA,DALMATIA,,,"I  ",8330
4990,13,NATURALS,NATURALS,,,"I  ",8330
1362,13,"CHANDLER FARM",CHANDLER,,,"I  ",8330
7276,13,"THOMPSONS BAKERY",THOMPSNBAK,,,"I  ",8330
218,13,"ALPINE ICE",ALPINEICE,,,"I  ",8330
5989,13,"QURE WATER",QUREWATER,,,"I  ",8330
6050,13,"RED BONE ALLEY",REDBONE,,,"I  ",8330
7871,13,"WHOLE PANTRY",WHLPANTRY,,,"I  ",8330
3398,13,"HOMESTYLE MEALS",HOMESTYLE,,,"I  ",8330
7764,13,WAGNER'S,WAGNER,,,"I  ",8330
3587,13,"ISO HEAT",ISOHEAT,,,"I  ",8330
2180,13,"EASY CARE SOFT SIDED FIRST AID",EASYCARE,,,"I  ",8330
2159,13,"EARTH RITE",EARTHRITE,,,"I  ",8330
6908,13,STURDIWHEAT,STURDIWHT,,,"I  ",8330
4094,13,"LAVAZZA PREMIUM COFFEE",LAVAZZA,,,"I  ",8330
4277,13,"LOVE N BAKE",LOVENBAKE,,,"I  ",8330
5501,13,"PAIN IS GOOD",PAINISGOOD,,,"I  ",8330
5953,13,PURPOSE,PURPOSE,,,"I  ",8330
1118,13,BUSSETO,BUSSETO,,,"I  ",8330
7238,13,"THE MAN PRODUCTS",THEMAN,,,"I  ",8330
2462,13,"FENG SHUI",FENGSHUI,,,"I  ",8330
1934,13,DESITIN,DESITIN,,,"I  ",8330
3892,13,KIT,KIT,,,"I  ",8330
4338,13,MACARENA,MACARENA,,,"I  ",8330
