,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,"Western Region Product (TCS) Types, Categories, & Subgroups  (05/15/14)",,,,
,,,,,,
,up to 99,30 character limit,up to 99,30 character limit,5 character limit,no limit-not applicable to system~for guideline use only
,,,,,,
TYPE,CAT #,CATEGORY NAME,SUB #,SUBGROUP,FINAL CODE,NOTES/EXAMPLES
,,,,,,
N,47,,08,nutritional food supplements,N4708,"yeast, alfalfa, dulse tabs, lecithin, stevia, noni juice"
N,47,,,,,
N,47,,09,probiotics nonrefrig,N4709,
N,47,,10,refrigerated supplements,N4710,refrig probiotics
,,,,,,
,,,,,,
N,48,VITAMINS & MINERALS,01,"A, D, E vits & beta carotene",N4801,
B,,,,,N4802,
B,,,,,N4803,
N,48,,02,antioxidants,N4802,"grape seed, pycnogenol, selenium, lipoic"
N,48,,03,B vits / B complex,N4803,"brewers yeast, folic acid"
B,48,,,,,
N,48,,04,C vits / C complex ,N4804,most Alacer
B,48,,,,,
N,48,,05,minerals & mineral complex,N4805,
N,48,,06,multivitamins,N4806,
B,48,,,,,
N,48,,07,other vitamins,N4807,"L, K, O"
,,,,,,
,,,,,,
N,49,WEIGHT & SPORT,01,sports nutrition,N4901,"protein pwdrs,meal replace,creatine,V5704 for RTD's"
N,49,,02,weight management,N4902,"blood sugar, see OILS & VINEGARS for apple cider"
,,,,,,
N,99,SEASONAL ONLY,01,CHRISTMAS,N9901,
N,99,,02,THANKSGIVING,N9902,
N,99,,03,EASTER,N9903,
N,99,,04,OTHER,N9904,"Valentines Day, Halloween"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TYPE,CAT #,CATEGORY NAME,SUB #,SUBGROUP,FINAL CODE,NOTES/EXAMPLES
P,50,PRODUCE- FRUIT,01,apples,P5001,
P,50,,02,citrus,P5002,
P,50,"see NONFOODS for bags, washes",03,melons,P5003,
P,50,,04,avocados,P5004,
P,50,,05,stone fruit,P5005,"peach, plum"
P,50,,06,grapes,P5006,
P,50,,07,tropical,P5007,"coconut, pineapple, mango, bananas"
P,50,,08,berries,P5008,
P,50,,09,pears,P5009,
,,,,,,
P,51,PRODUCE-VEGETABLES,01,carrots,P5101,
P,51,,02,greens / lettuce,P5102,
P,51,,03,tomatoes,P5103,
P,51,,04,potatoes,P5104,"garnets, sweet potatoes"
P,51,,05,root vegetables,P5105,
P,51,,06,sprouts,P5106,
P,51,,07,squashes,P5107,
P,51,,08,salad mixes,P5108,
P,51,,09,mushrooms,P5109,
P,51,,10,onions / garlic / shallots,P5110,
P,51,,11,vegetables,P5111,
,,,,,,
P,52,PRODUCE- FRESH HERBS,01,herbs,P5201,
,,,,,,
P,53,PRODUCE- PERISHABLE JUICES,01,fruit,P5301,
P,53,,02,vegetable & blends,P5302,
,,,,,,
,,,,,,
P,99,SEASONAL ONLY,01,CHRISTMAS,P9901,
P,99,,02,THANKSGIVING,P9902,
P,99,,03,EASTER,P9903,
P,99,,04,OTHER,P9904,"Valentines Day, Halloween"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
V,54,COFFEE & SUBSTITUTES,01,coffee,V5401,see also BULK
V,54,,02,coffee substitutes,V5402,
,,,,,,
,,,,,,
V,55,JUICES nonperishable,01,aseptic ,V5501,juice boxes
,,,,,,
V,55,,02,concentrates,V5502,purees
V,55,,03,fruit,V5503,"nectar, tropical/blends, lemon & limeade"
,,,,see V5704 for nutritional / sport,,
V,55,,04,Other,V5504,"Coconut, etc"
V,55,,05,vegetable,V5505,"tomato, fruit & veg blends"
,,,,,,
,,,,,,
V,56,SHELF STABLE MILK ALTERNATIVES,01,Grain,V5601,"rice, oat"
V,56,,02,nut,V5602,almond
V,56,,03,powdered,V5603,
V,56,,04,soy milk,V5604,
V,56,,05,dairy milk,V5605,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
V,57,SODAS & WATERS,01,carbonated & sparkling,V5701,"water, cider, mineral"
,,,,,,
V,57,,02,flavored waters,V5702,
V,57,,03,gallon,V5703,
V,57,,04,nutritional / sport,V5704,"sport & diet, RTD's, Recharge"
V,57,,05,plain bottled water,V5705,"distilled, spring"
V,57,,06,sodas & smoothies,V5706,"canned spritzers, ginger beers, club soda"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
V,57,,07,sodas & waters,V5707,coconut water
,,,,,,
V,58,TEAS,01,black,V5801,earl grey's
V,58,,02,bottled,V5802,
V,58,,03,chai,V5803,"chai concentrates, chai singles"
V,58,,04,displays,V5804,"kits, tins"
V,58,,05,flavored or iced tea mixes,V5805,lattes
V,58,,06,green & white teas,V5806,
H,58,,,,,
H,58,,,,,
V,58,,07,herbal,V5807,"ginseng, variety, sport, samplers"
V,58,,08,loose,V5808,2 pounds or more in BULK B0202
V,58,,09,mate,V5809,
V,58,,10,medicinal,V5810,specific purpose
H,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
H,,,,,,
H,,,,,,
H,,,,,,
H,,,,,,
H,,,,,,
H,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,11,cocktail mixes,V5811,
,,,,,,
V,99,SEASONAL ONLY,01,CHRISTMAS,V9901,
V,99,,02,THANKSGIVING,V9902,
V,99,,03,EASTER,V9903,
V,99,,04,OTHER,V9904,"Valentines Day, Halloween"
,,,,,,
TYPE,CAT #,CATEGORY NAME,SUB #,SUBGROUP,FINAL CODE,NOTES/EXAMPLES
W,59,BEER,01,lights,W5901,"pale ale, wheat, white"
W,59,,02,darks,W5902,"stout, amber, brown, porter, red, copper"
N,,,,,,
N,,,,,,
,,,,,,
N,,,,,,
N,,,,,,
,,,,,,
W,60,DOMESTIC WINES,01,reds,W6001,"zinfandels, rose"
W,60,,02,whites,W6002,
,,,,,,
W,61,IMPORTED WINES,01,reds,W6101,"zinfandels, rose"
W,61,,02,whites,W6102,
,,,,,,
W,62,SPECIALTY BEER & WINE,01,other specialty,W6201,champagne
W,62,,02,samplers,W6202,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
W,62,,03,Non sulfite wines,W6203,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
X,63,NON FOODS,01,air fresheners,X6301,
X,63,,02,baby diapers & wipes,X6302,
N,63,,,,,
X,63,,03,bags,X6303,"produce, trash, storage,coffee repack, NOT sandwich"
X,63,,04,books & printed materials,X6304,
X,63,,05,cleaners & soaps household,X6305,"furniture polish, towels, NOT laundry & dish wash"
X,63,,06,dish wash supplies,X6306,rinses
X,63,,07,house wares,X6307,"juicers,jars,lightbulbs,sponges,firelogs,charcoal,filters"
X,63,,08,laundry supplies,X6308,"bleach alternatives, softeners"
X,63,see H4103 for candles,09,other nonfoods,X6309,"produce sprays & washes, extend life,car deod"
X,63,,10,paper & picnic,X6310,"TP,towels,cups,sand.bags,foil,wraps,flatware,plates"
X,63,,11,store supplies,X6311,"register tape, hubert items"
X,63,,12,apparel,X6312,clothing (Maggies)
X,63,,13,candles,X6312,
,,,,,,
X,99,SEASONAL ONLY,01,CHRISTMAS,X9901,
X,99,,02,THANKSGIVING,X9902,
X,99,,03,EASTER,X9903,
X,99,,04,OTHER,X9904,"Valentines Day, Halloween"
